Image_ID,image_name,feature1,feature2,feature3,feature4,PPE
4313,kp317_jpg.rf.2a6bdd85f1d3812c99fcc3ee84068ccf.jpg,212,311,237,340,goggles
4314,PP02img168_jpg.rf.2ac51b4b91a2e9d929be3b33cc56b932.jpg,379,290,416,358,no_glove
4316,kp1952_jpg.rf.2ab017a7494e1bdf052bdc3bfdd803af.jpg,228,318,265,348,no_goggles
4317,packing1478_jpg.rf.2abcb0ad6e1255ff05df392eb4209a79.jpg,60,135,88,162,no_goggles
4319,kp1507_jpg.rf.2abf11eac2f33b008a252b4a4fc8de32.jpg,234,302,265,327,no_goggles
4320,PP02img251_jpg.rf.2ad2eeb381ce0d9271fb3312dd5c6388.jpg,91,234,128,358,no_glove
4325,nglovpp330_jpg.rf.2ae28389edda90a2d7b40998d9005adf.jpg,257,177,308,237,no_glove
4327,packing566_jpg.rf.2abedc0262360ad6e9d58137d5157db9.jpg,318,129,339,151,goggles
4328,kp258_jpg.rf.2abcac3a8363df08b8e58e8a8b375d17.jpg,163,311,187,337,goggles
4329,PP02img1082_jpg.rf.2ae2a6bb139aa9a162b3194d85b74f5a.jpg,81,227,113,282,glove
4333,packing1292_jpg.rf.2aea0a17eec4ddc9cba8aa3d02e4429a.jpg,96,112,125,135,no_goggles
4335,kp1406_jpg.rf.2aeb14ca50d79560d66ff47982e7f1f0.jpg,166,266,199,294,goggles
4336,packing1289_jpg.rf.2ad514932611d5c264f2c4180399c587.jpg,82,105,109,128,no_goggles
4337,PP02img1472_jpg.rf.2ad259d00f71f77296d6c73abbb47f8e.jpg,230,300,283,356,glove
4340,PP02img923_jpg.rf.2adf6c5eb331a61596be1b6c5a5bbc01.jpg,86,134,125,193,no_glove
4342,kp1541_jpg.rf.2ad3e84f9f5841bec159534b466f581f.jpg,225,304,258,330,no_goggles
4344,PP02img802_jpg.rf.2acc43c8eb03ccd663257daf99538b3a.jpg,91,145,125,229,no_glove
4346,img207_jpg.rf.2acbd2fecaa8600260c5a3ac6d865f69.jpg,80,198,120,273,glove
4349,PP02img849_jpg.rf.2ae8a19ac56a130e46bcbf3c565c44ff.jpg,102,38,119,90,no_glove
4350,kp1413_jpg.rf.2aeefa83ce10f91b595340a5c206bc49.jpg,239,273,268,298,goggles
4351,kp777_jpg.rf.2ace8b3f351232a27938fc956ddbb07e.jpg,168,316,200,345,goggles
4352,packing797_jpg.rf.2abbc5512688a01ee538ae580ca12c3a.jpg,291,123,318,146,goggles
4353,img432_jpg.rf.2aee969b483a03115530b93b226babba.jpg,91,178,127,261,glove
4358,kp1618_jpg.rf.2b08d57d03da87682f9ab70bbc23038c.jpg,160,306,187,328,no_goggles
4359,kp367_jpg.rf.2afccead0ec08a980c10993d16dcebe4.jpg,235,302,263,330,goggles
4360,kp1232_jpg.rf.2b05c78d6cebf0d30f3ab13ff5e9f11f.jpg,156,280,191,312,goggles
4361,packing1820_jpg.rf.2af920a94a696cfc45fbaecae8fe8f63.jpg,321,152,342,176,goggles
4362,packing1194_jpg.rf.2b0e1140d02e90e765f07eadbebc2c9b.jpg,85,134,111,156,no_goggles
4364,img7_jpg.rf.2af6a6317791b698530ae9766394597b.jpg,97,161,124,273,glove
4370,PP02img539_jpg.rf.2ade969f8f37e50d8c230e74da09febd.jpg,6,158,32,239,no_glove
4378,kp931_jpg.rf.2b237ead05719c4475fe1b23933e1983.jpg,155,296,180,319,goggles
4379,img44_jpg.rf.2b16c166602c43509aca421d30c32910.jpg,59,138,106,247,glove
4383,PP02img315_jpg.rf.2b37308e85e1d6d2aa8671a7a88ae815.jpg,61,220,115,267,no_glove
4384,packing1465_jpg.rf.2b177d46ba7eb432210275752b7ac790.jpg,34,138,58,165,no_goggles
4386,kp661_jpg.rf.2b30792b6a97823ca7369d47542854fa.jpg,163,316,194,341,goggles
4387,packing806_jpg.rf.2aa14af3e52cce649bfc1d0cf85c0b2c.jpg,61,81,88,105,goggles
4389,packing1506_jpg.rf.2b2a060db4cdd01fdfac20a6f58eff92.jpg,305,75,340,99,no_goggles
4392,PP02img1328_jpg.rf.2b4dcb1e39af75e0f2bdd035bab8df1c.jpg,126,221,155,302,glove
4395,kp1301_jpg.rf.2b38d2c0fafb860c1a5f1a472e354da1.jpg,176,290,202,314,goggles
4396,kp574_jpg.rf.2b079f4ab7e5241a7e6db331ddd5f9f4.jpg,18,269,41,287,no_goggles
4398,kp1261_jpg.rf.2b151bf2ebe4d18fc400a6dff594e087.jpg,164,285,196,313,goggles
4399,img201_jpg.rf.2b3a972b2143f5d2b9799bf36eabb90c.jpg,38,113,78,204,glove
4402,packing230_jpg.rf.2ae2e8de9e8d80eb35a78c6a9c69d6f6.jpg,278,106,294,119,no_goggles
4404,frame475_jpg.rf.2b27154a6f84d383d684f2c7a3d53c06.jpg,252,152,319,366,no-suit
4405,packing609_jpg.rf.2b3134d4ddb52586c67c137bbebeda84.jpg,83,95,108,112,goggles
4408,packing1506_jpg.rf.2b323fe8ddcaa4d0ec547a6b16c23656.jpg,312,69,347,93,no_goggles
4411,kp637_jpg.rf.2b391535e5f18a6e866ad16246195f88.jpg,370,255,391,272,no_goggles
4413,img269_jpg.rf.2b6e2043420895b3f3b751c3f25c0791.jpg,341,102,391,176,glove
4417,kp367_jpg.rf.2b65736d3cdacd1d77f641e008ed2f33.jpg,213,322,241,350,goggles
4418,frame472_jpg.rf.2b0f67125e67fe6343869d1129b57dbf.jpg,245,158,311,369,no-suit
4419,img461_jpg.rf.2b60ac91a1e21d8e7583290f38c7bb70.jpg,51,146,106,220,glove
4423,kp1527_jpg.rf.2b57219e0c32f8be51c71e58cdc501fb.jpg,219,320,255,346,no_goggles
4425,kp1266_jpg.rf.2b410b643eaaf7264a95ab8b7365f129.jpg,161,287,191,313,goggles
4426,PP02img240_jpg.rf.2b2551e410c7e3e03b988158ac0be015.jpg,179,292,223,335,glove
4431,PP02img658_jpg.rf.2b3e0a4be87a9697fdc3adae7a3562b8.jpg,269,191,316,232,no_glove
4433,kp519_jpg.rf.2b476c7028e4a73c5cf7d043428352fa.jpg,151,310,185,331,goggles
4435,img378_jpg.rf.2b7b9fbd71c54e180350d3afa2f407ae.jpg,88,11,120,95,no_glove
4438,kp1172_jpg.rf.2b86acfccb0fbf396df5fda53763a049.jpg,220,286,254,312,goggles
4439,img487_jpg.rf.2b7046b94188bee3eea33fb56d7ad681.jpg,313,146,369,232,glove
4444,packing796_jpg.rf.2b7a90957b4323785623d50fdaa369d5.jpg,293,103,321,126,goggles
4445,kp179_jpg.rf.2b5c1795cafe573a8227ec31e7d502f8.jpg,225,294,250,314,goggles
4446,PP02img1023_jpg.rf.2b7f96e00a697ea951e9f7284912ce4d.jpg,59,205,104,250,glove
4449,packing131_jpg.rf.2b507e3ae9c1774e82b2036de5a5e4c0.jpg,52,138,77,156,goggles
4452,PP02img902_jpg.rf.2b9d3b564551d38b54e6e015a1e068f5.jpg,162,195,217,256,no_glove
4453,kp295_jpg.rf.2b75775e84b367a1173a204e05716c8a.jpg,237,288,259,304,goggles
4454,kp1063_jpg.rf.2b4f0cb2461dc3c31a7a2ee1bc4865a0.jpg,218,282,248,307,goggles
4455,kp425_jpg.rf.2ba35fc8cb7d9fc9e719ab354454d5ed.jpg,231,307,255,331,goggles
4456,frame46_jpg.rf.2b7a6d83976bedd9f8988af0451461f5.jpg,88,152,163,364,suit
4457,PP02img544_jpg.rf.2b9b5fffa81a4627741bf5c6e1bdb93c.jpg,43,144,72,214,no_glove
4464,kp795_jpg.rf.2bb0347799b91cce19e24848755c2c28.jpg,208,299,242,325,goggles
4465,kp586_jpg.rf.2b834afaa2a85d7bf2c35789c69c1cf2.jpg,245,312,277,340,goggles
4467,kp562_jpg.rf.2bb77b1a4d6c3ccc2cc131fabb5cbd26.jpg,407,278,416,301,no_goggles
4469,kp1592_jpg.rf.2bb70d3c1431383f781e656bc2cb2049.jpg,161,306,185,328,no_goggles
4470,img164_jpg.rf.2ba2763dc664c71202102e2878de9612.jpg,98,209,142,283,glove
4474,PP02img1031_jpg.rf.2b8d51525a2710c03c9ed7f369cd0213.jpg,76,194,112,239,glove
4477,img338_jpg.rf.2b733cd292fc24860fd651270af73b1c.jpg,272,1,288,64,no_glove
4480,img469_jpg.rf.2bb4bfb548246028942f1a8ce70349b8.jpg,341,179,389,276,glove
4482,PP02img844_jpg.rf.2bae83514e052c562686a2b158083f13.jpg,34,52,67,92,no_glove
4484,packing764_jpg.rf.2bd23bada238d901e4a60ea01074d0ab.jpg,331,131,351,151,goggles
4485,nglov30_jpg.rf.2bb4b28f859d545a14161cf091428b04.jpg,374,165,414,260,no_glove
4487,goggle8765190_jpg.rf.2bb9bf0749f7e9901005965148da261f.jpg,208,84,260,202,no_glove
4492,img278_jpg.rf.2bafaeac4be068a75c404e74f486491e.jpg,311,154,356,232,glove
4497,packing501_jpg.rf.2ba49442cca9f94ec997c28053e20e63.jpg,324,105,353,131,goggles
4498,kp243_jpg.rf.2bcae3ecb9ea6c32dd57d96f77d58701.jpg,226,296,248,322,goggles
4499,kp63_jpg.rf.2bc3c8f50d220d73593955e3c51562a7.jpg,274,292,309,317,goggles
4500,kp827_jpg.rf.2be83b0ec8cf97e0cb376e0cb3cb272b.jpg,156,313,183,338,goggles
4501,nglov25_jpg.rf.2bbbe6ec5b963ad305624488d0111937.jpg,173,0,201,55,no_glove
4503,kp465_jpg.rf.2bc2f0155b7b8f0b93ac31012ebf2a28.jpg,150,302,177,324,no_goggles
4504,PP02img1184_jpg.rf.2bb073229a4ca9ee2990b4554d209b3b.jpg,58,171,88,214,glove
4507,kp769_jpg.rf.2bbfac02aa142b40d70b7922955c2301.jpg,148,326,174,348,goggles
4508,packing245_jpg.rf.2bd8428eef2beaf0cfdae48cc7e82456.jpg,288,83,319,102,no_goggles
4509,img235_jpg.rf.2bb6a83634f59ce55ac3df67c263fae8.jpg,294,209,337,305,glove
4514,kp1724_jpg.rf.2bf1c565aae7f25c6ee184bf6f053634.jpg,145,300,170,323,no_goggles
4515,packing563_jpg.rf.2bfa6373b3e4f69a446547a6cc019e69.jpg,326,135,347,154,goggles
4516,img408_jpg.rf.2baf5b34ac4dad10467456c2201eea02.jpg,149,195,192,273,glove
4521,PP02img793_jpg.rf.2c0d953b4612f4102740ea7c622a13b2.jpg,169,147,200,213,glove
4525,packing676_jpg.rf.2c042cb735d1b7cab718ccb688eb6587.jpg,318,101,333,118,no_goggles
4526,packing1526_jpg.rf.2bee24913ff17f612727fd16b5911abf.jpg,293,81,319,102,no_goggles
4529,kp958_jpg.rf.2bff174ce40b8cd22648c76edf65f325.jpg,241,304,270,331,goggles
4530,nglovpp31_jpg.rf.2ba416e9c0dbe26acf964814ab336b1b.jpg,88,70,172,293,no-suit
4532,kp1168_jpg.rf.2bf0e9af81655bca931ed324eb85b7bc.jpg,169,297,202,324,goggles
4533,nglov104_jpg.rf.2b9eb8ac0b3b2fcbb4859e3ab0d4d7f7.jpg,79,163,102,246,glove
4537,packing1694_jpg.rf.2bf385f02975c81499c0b3ad214f129c.jpg,299,92,322,113,no_goggles
4539,packing1792_jpg.rf.2c063d33bd2b7513ef4d916cb3972172.jpg,62,167,83,193,goggles
4540,frame147_jpg.rf.2c17b58635aa0f6898064c3a4e1de7e1.jpg,71,135,133,329,no-suit
4542,img106_jpg.rf.2bf4be10412c93fc5c417732cd80d8b8.jpg,293,163,337,233,glove
4545,nglovpp351_jpg.rf.2c1bc9aea20842fb698cf3805d695dd7.jpg,243,142,303,214,no_glove
4548,kp736_jpg.rf.2c0ceb62a49870abf86e0bb90bf3bba3.jpg,177,305,210,332,goggles
4549,packing589_jpg.rf.2c25c690b98a40d4f3a0196fa61f5249.jpg,41,162,63,187,goggles
4552,kp952_jpg.rf.2c0536b7b74df7fad42f5db4c02b4b70.jpg,232,304,263,327,goggles
4553,PP02img451_jpg.rf.2c2386a59b189927710350e36cac7e01.jpg,119,202,144,281,no_glove
4558,nglov154_jpg.rf.2becde2454dce16535b7dd02210d4c5d.jpg,91,164,169,299,no_glove
4563,PP02img132_jpg.rf.2c46a5e83c2265acc6d315b91806fab2.jpg,311,203,356,255,no_glove
4570,nglov15_jpg.rf.2bf1c54c68d1cbb311b3e015802846ed.jpg,126,175,159,273,glove
4572,kp952_jpg.rf.2c3297cdf8029ad4a55158104dcd66f8.jpg,165,303,193,324,goggles
4573,img345_jpg.rf.2c6b7d5522b37225eec9598d29d7af0c.jpg,0,90,18,193,no_glove
4575,kp1440_jpg.rf.2c51b6f89280358f5c6f049b90cc888b.jpg,223,292,253,317,goggles
4576,kp1004_jpg.rf.2c22d77ef1575a818138bb56dd23f670.jpg,170,298,198,324,goggles
4578,kp1402_jpg.rf.2c4e1c847f8c41bcbbfba38a8c9d9542.jpg,220,293,254,316,goggles
4579,PP02img922_jpg.rf.2c5799fcb36a0ef7599c4efc9729d9d2.jpg,101,129,124,205,no_glove
4581,kp430_jpg.rf.2c533f8dbe71cce80e7087a302884df4.jpg,233,301,259,327,goggles
4582,fglov112_jpg.rf.2c5d950f0430b4a940fed62581609588.jpg,142,287,201,390,glove
4585,kp1309_jpg.rf.2c2f390f4186760685bf9de2ff153038.jpg,166,286,194,310,goggles
4586,packing650_jpg.rf.2c6c11c0a074c1710ff1a07e3ecdb172.jpg,300,94,330,115,goggles
4587,img410_jpg.rf.2c7fc01cc9b7c7bb46d1bfdcca07459f.jpg,156,198,194,311,glove
4592,packing1077_jpg.rf.2c90b864d6233883bcc77809b405b7ea.jpg,57,85,81,105,no_goggles
4593,kp871_jpg.rf.2c56744dc5e8b6915422c6cae3315524.jpg,153,313,178,337,goggles
4594,PP02img325_jpg.rf.2c42882f7868f34cf130baf17f26260f.jpg,85,197,126,249,no_glove
4598,PP02img673_jpg.rf.2c3fa9d0539475f491dc1f296dea5288.jpg,300,209,325,313,no_glove
4600,kp1078_jpg.rf.2c20cf3b83100df8f6442a743c371100.jpg,240,287,271,306,goggles
4601,PP02img383_jpg.rf.2c81da57e8b8a766fd6fc9a7806c7fc6.jpg,84,252,122,360,no_glove
4607,img452_jpg.rf.2c7a95dba51219b4ac6699d229f3fa8f.jpg,27,136,54,205,glove
4612,kp1100_jpg.rf.2ca6058ffb4c353c6a7bc2b37d86abc3.jpg,162,292,191,313,goggles
4614,kp1706_jpg.rf.2c58691a6d03050cb5e0b41c6444a545.jpg,153,299,183,325,no_goggles
4615,packing778_jpg.rf.2c74958607de6de1942783d1b379a443.jpg,70,122,92,141,goggles
4617,PP02img197_jpg.rf.2c4df9ffecd82aae321af807ef60175d.jpg,81,190,123,300,no_glove
4620,PP02img1392_jpg.rf.2c6c4d97a69a27573296b67605125547.jpg,288,248,330,299,glove
4626,PP02img1359_jpg.rf.2c7d24851b4c7bd59c1eea21109cad24.jpg,81,225,114,285,glove
4630,PP02img723_jpg.rf.2cb141cf8c59c31431c06966f96f1715.jpg,286,206,332,238,no_glove
4635,frame440_jpg.rf.2c84bf78f1c1e45ba2de12fae59863b3.jpg,110,160,172,362,no-suit
4636,kp1914_jpg.rf.2cad0a68c4521e1d53154f0c31b93267.jpg,217,318,245,337,no_goggles
4637,kp829_jpg.rf.2c8bb94861dcc6d4ef74bbcec14fb357.jpg,233,328,258,350,goggles
4638,frame150_jpg.rf.2c818b756ed20eebe65d1febdd4db367.jpg,41,123,99,318,no-suit
4640,nglovpp2103_jpg.rf.2cc8ccbd45a9c0638bef9dcbd8064307.jpg,210,120,249,167,no_glove
4645,packing630_jpg.rf.2cc8719dbf8f479a86976276755b5959.jpg,60,105,91,134,goggles
4647,PP02img990_jpg.rf.2c6a7bf778669533004c8f4a5479e898.jpg,124,76,170,282,no-suit
4649,packing1992_jpg.rf.2cd5d7bad0a97fa5f6eb85f534c4556f.jpg,62,168,86,194,goggles
4650,PP02img457_jpg.rf.2ca8db70ae50bd5df79d0c6981613434.jpg,302,216,338,319,no_glove
4654,PP02img365_jpg.rf.2c9ef7f957e3606870d050d58bba1db4.jpg,103,231,150,287,no_glove
4658,kp1446_jpg.rf.2ccbfacce17eaa71f6325460f7de154f.jpg,230,293,262,318,goggles
4659,PP02img1452_jpg.rf.2cc941c94c5ee159299aec07c3976222.jpg,34,207,67,252,glove
4667,kp250_jpg.rf.2cddedd55e7cb839ef313599911646f2.jpg,177,292,201,316,goggles
4668,PP02img1121_jpg.rf.2cacb20793c79d3edc84ad8d2850e73f.jpg,55,166,90,211,glove
4673,PP02img1074_jpg.rf.2cb15ac59ee6315a972991d981f679d7.jpg,77,224,107,280,glove
4676,PP02img49_jpg.rf.2cd7cae648f26f836a94b9406d5834e5.jpg,71,206,123,249,no_glove
4680,img43_jpg.rf.2ce47dd80a304f3867c6044d854251d8.jpg,115,244,147,325,glove
4683,kp521_jpg.rf.2cbec7215ed913fba7ff6ca943755a8c.jpg,152,304,182,329,goggles
4685,PP02img1334_jpg.rf.2cfb1836c77d572e26ddf00d31e36989.jpg,227,184,272,234,no_glove
4692,nglovpp389_jpg.rf.2cc1f246afbe9df4e95380f4bba44af0.jpg,62,291,90,379,no_glove
4693,packing1015_jpg.rf.2cb64511cb2b2c59ced04427a52e1d0d.jpg,48,144,69,162,no_goggles
4695,img22_jpg.rf.2ced49c398008b8816d63942c870e49d.jpg,317,191,344,273,glove
4699,PP02img646_jpg.rf.2d0f4ac543b29c9ce176ddef1df04b13.jpg,367,186,396,244,no_glove
4702,packing589_jpg.rf.2cf30383ebb0c87a19ab8b69800132ac.jpg,360,146,383,173,goggles
4705,fglov1131_jpg.rf.2cebc728ddc56285f1abb1c4b709c388.jpg,103,237,150,327,glove
4708,packing122_jpg.rf.2cfa9bcf2ed0d38ddd710ef3d553e3ec.jpg,284,91,311,116,no_goggles
4711,kp12_jpg.rf.2cce375cdb4771a2ee9f480a2c45f06c.jpg,216,283,235,305,no_goggles
4712,packing1920_jpg.rf.2cbf1e00fbf72616ba8a482ef7b2db4f.jpg,247,81,282,105,no_goggles
4713,kp1746_jpg.rf.2d202a702b20e712e4b55e259d8900e9.jpg,162,304,190,323,no_goggles
4714,PP02img1199_jpg.rf.2d258197f620f4aa7f74b1a04613a8a3.jpg,37,197,67,241,glove
4719,PP02img1406_jpg.rf.2ce6c20816878deb92fe02dc271ed17a.jpg,305,207,346,254,glove
4722,kp657_jpg.rf.2d1327a79121793135120219affaa198.jpg,378,269,401,287,no_goggles
4724,packing1560_jpg.rf.2d08fc2efce55ad34305946040de8735.jpg,339,161,360,186,goggles
4727,kp483_jpg.rf.2d27cedf6bc69bfe0ff56262355ebb3b.jpg,159,305,186,326,goggles
4728,PP02img158_jpg.rf.2cf4ae32616db3ecd68b39bb0b0230bd.jpg,0,278,50,352,no_glove
4732,packing1208_jpg.rf.2d20d39274aeae80bf99aa294881d06f.jpg,76,108,99,132,no_goggles
4733,packing1497_jpg.rf.2d37e865fb5eb0521f6add4d05daa7f9.jpg,298,82,331,109,no_goggles
4735,img329_jpg.rf.2cfab65de8956be41b6425b40fece626.jpg,252,211,301,318,glove
4738,packing1462_jpg.rf.2d07aaa1207ae76f9dae824b39f66226.jpg,72,132,101,158,no_goggles
4739,packing1285_jpg.rf.2d0f728445046441f2a8fbd0e1660d4e.jpg,83,113,109,131,no_goggles
4741,frame457_jpg.rf.2d20f9b3601c71d3c3c1573140509072.jpg,106,156,168,357,no-suit
4742,nglovpp273_jpg.rf.2d339388fe89994b5189e43ed21cb101.jpg,190,126,230,189,no_glove
4744,kp163_jpg.rf.2d3d10ae8f4fb75dc5f07dc05bab33ca.jpg,222,291,246,315,goggles
4745,kp1913_jpg.rf.2cd61cdb51eea4aee901d22334f9df9c.jpg,223,312,250,332,no_goggles
4746,packing1408_jpg.rf.2d1fc2e889aa3bafc5c3de5eff5f8d15.jpg,84,135,110,163,no_goggles
4748,fglov1199_jpg.rf.2d3ae29686de724fdb50189b2d1ec1de.jpg,4,261,27,362,no_glove
4749,fglov1194_jpg.rf.2d596295e25b5bbb13de878129be2fa7.jpg,357,0,369,29,no_glove
4750,kp15_jpg.rf.2d4fe2a03db9f31c905deeea77314dd6.jpg,237,285,261,307,no_goggles
4752,packing1515_jpg.rf.2d60eca18e1bffebe491f28964ecdf44.jpg,106,91,135,114,no_goggles
4754,img366_jpg.rf.2d48a01bcfa90ef46b35838599b90415.jpg,97,236,140,322,glove
4756,packing33_jpg.rf.2d4ebd3e19d81b9132e5cfefe644b68d.jpg,105,92,130,121,goggles
4757,packing1898_jpg.rf.2d7c285c1c78d1eb38a4207f8f759fed.jpg,317,137,339,155,no_goggles
4758,PP02img1388_jpg.rf.2d8fd31ecd89d2f7cf56457138f6a87f.jpg,37,211,66,251,glove
4763,packing757_jpg.rf.2d61773389e39f6039ed80fd698695a1.jpg,62,158,85,180,goggles
4764,packing1920_jpg.rf.2d1e88c3d09336c78c13dc371f8a4de4.jpg,266,90,299,113,no_goggles
4765,kp1903_jpg.rf.2d844858c1b134a9a11b8439f566571b.jpg,221,311,246,334,no_goggles
4766,packing761_jpg.rf.2d6b85ff82b4119afd2804dbefe45ae4.jpg,68,136,86,155,goggles
4767,fglov1160_jpg.rf.2d620c08f86ea0f140bd0d4e8d73bf56.jpg,188,234,249,289,glove
4772,nglov132_jpg.rf.2d540445d463fa8ebd7b89e452886c15.jpg,60,201,110,294,glove
4775,packing1249_jpg.rf.2d8defb4670a4e74fc7c8be7e8cadcdf.jpg,304,102,332,127,no_goggles
4777,PP02img677_jpg.rf.2d4f818901a3b1fc6b98f838084b0cd9.jpg,329,171,365,219,no_glove
4779,frame24_jpg.rf.2d9a6ef9f34c92b8a884cc149352c561.jpg,246,155,320,363,suit
4780,kp1399_jpg.rf.2d634221ed5a079bd64d2c63127d9099.jpg,158,279,189,303,goggles
4781,PP02img909_jpg.rf.2d7dc239b8bd9c630525e100adb33bc2.jpg,5,112,34,193,no_glove
4783,kp949_jpg.rf.2db2fdb5d6451fc40a4349f9e446f4be.jpg,234,295,264,321,goggles
4784,kp57_jpg.rf.2d82b2dbc0d8654b05d4615bada8e124.jpg,71,240,97,258,goggles
4785,kp1374_jpg.rf.2dab2091dbc7a60ed9a282c9be1868eb.jpg,147,296,177,322,goggles
4786,kp756_jpg.rf.2dba53d6df1ae7d3ea996ee5b0fca140.jpg,161,284,186,304,goggles
4787,frame692_jpg.rf.2d9377768dc1a3b09258abad40999811.jpg,164,237,220,416,no-suit
4788,img440_jpg.rf.2d35ad3c83d6e01e1a3d192ad86f48c3.jpg,238,34,271,67,no_glove
4793,kp1221_jpg.rf.2d9ea7d3f59d9b206b4c89a40ace87fe.jpg,232,297,261,319,goggles
4794,goggle8765136_jpg.rf.2dbf6e63a726df5ea0f5635a56056640.jpg,263,31,301,72,no_glove
4797,kp163_jpg.rf.2da4678efbd9693ecdd1be2f5dc29c15.jpg,178,280,204,305,goggles
4798,kp1740_jpg.rf.2dbcab5bda3bf25201e338838b0f2107.jpg,234,308,258,329,no_goggles
4799,PP02img497_jpg.rf.2d9233f652d7ceb1ab3d0c14798f23b2.jpg,288,192,334,242,no_glove
4804,kp1675_jpg.rf.2dac585aeaf154828987769909eecc5f.jpg,157,302,182,327,no_goggles
4805,kp1556_jpg.rf.2dcd018dc51e5577ef2a9db2c3a30e8b.jpg,242,304,270,332,no_goggles
4807,packing1667_jpg.rf.2d9afcc978ceaca6f2ec86347dab1855.jpg,63,148,85,172,goggles
4809,packing155_jpg.rf.2d967327879101c8ee16637fdd4cd9e0.jpg,122,99,145,113,no_goggles
4812,kp44_jpg.rf.2dcae8de4a5ea420b3669ac312bf250d.jpg,106,322,125,337,no_goggles
4813,PP02img1436_jpg.rf.2dbae73a957ce6b8a8f68ac2a04b2f87.jpg,131,190,186,236,no_glove
4819,PP02img662_jpg.rf.2db1e82db8dac9dc1f833da6aa10262b.jpg,91,166,140,216,no_glove
4821,PP02img635_jpg.rf.2db1d45e0de3ab9f6683891b573a0bf4.jpg,107,138,132,206,no_glove
4825,packing180_jpg.rf.2dccb9b0ddef0352105dede34318d314.jpg,82,75,108,96,goggles
4827,packing1837_jpg.rf.2dd86e9f2032654e0bc1cab655a24cac.jpg,42,136,70,166,goggles
4828,kp1276_jpg.rf.2db86d23d893ec1a206f1719b02729b2.jpg,161,296,195,325,goggles
4829,packing1457_jpg.rf.2d937b962936b891a7f01d75da0ca5b3.jpg,288,95,316,123,no_goggles
4831,kp1309_jpg.rf.2dfd1177d638a801c1df12d2cf2e530b.jpg,156,291,185,315,goggles
4832,kp1347_jpg.rf.2dc46fc0258864b414d4fd985fda6a0d.jpg,246,306,278,329,goggles
4833,img381_jpg.rf.2dd5f74856528600276400ca61193002.jpg,293,260,346,334,glove
4835,kp1877_jpg.rf.2df78504d7a7794411f4f14d0bfdfafa.jpg,224,303,255,327,no_goggles
4836,PP02img1241_jpg.rf.2dfe3b857c8186a99edf400aaf6df72f.jpg,306,253,344,325,glove
4840,packing251_jpg.rf.2df2f3498a5b39baffc05bb87d961c3f.jpg,81,90,106,109,no_goggles
4841,packing138_jpg.rf.2e1a4936ce552f14a01087f58229c252.jpg,275,78,307,96,goggles
4844,packing1177_jpg.rf.2d9f1f94ec8ca1bba9fae4d88ebbaf40.jpg,316,130,342,151,no_goggles
4846,goggle876581_jpg.rf.2e04fa5e22d5f27f13fcd18bbc622ef9.jpg,101,35,139,74,no_glove
4849,nglovpp241_jpg.rf.2dfbf51014e8be58dc4e60f9c49de09d.jpg,208,125,249,173,no_glove
4852,kp1414_jpg.rf.2e249f89136b733cf3cb73146a13ad76.jpg,219,282,251,310,goggles
4853,PP02img975_jpg.rf.2e19dc065ebaa7a8b9ec88f432ee150b.jpg,107,126,134,185,no_glove
4855,fglov163_jpg.rf.2df9b716b4b14590b2c1febf3ca67937.jpg,247,25,290,72,no_glove
4858,kp935_jpg.rf.2de415ee3708433587d604a6ed040c11.jpg,166,335,192,358,goggles
4859,packing1140_jpg.rf.2e1b258e722cd5adb3cc508cf3fd8f7a.jpg,83,109,109,132,no_goggles
4861,nglov190_jpg.rf.2ddaccef3703015bb47d41e4dbb42b1a.jpg,233,208,257,290,glove
4865,frame39_jpg.rf.2e1ad31ad1f8b6a247f9aac983fb1acd.jpg,87,170,162,379,suit
4866,img139_jpg.rf.2e34d3cdf75276d81b21c9cd150a1958.jpg,27,180,73,256,glove
4869,packing225_jpg.rf.2e3806716fec3f6ebc626fbb7f47cd58.jpg,98,79,120,98,goggles
4872,img103_jpg.rf.2e2dc3add6258645ad4843d4442d492c.jpg,359,148,389,218,glove
4876,kp1151_jpg.rf.2e2719ae2fe8bf0a0191278ccc1c7dda.jpg,339,262,365,285,goggles
4877,kp953_jpg.rf.2e24120ca521905eac92f98c2609581f.jpg,215,309,244,338,goggles
4878,kp1118_jpg.rf.2e42524f4603e4a914e08022dbd6a429.jpg,230,304,258,325,no_goggles
4879,packing118_jpg.rf.2e48f8ec0ddeeef1c2cd3ba27a308802.jpg,347,159,369,176,goggles
4882,kp175_jpg.rf.2e41cb1ed8fdecdda43eff119fd61d29.jpg,172,280,198,308,goggles
4883,img300_jpg.rf.2dccdc30d7e86fb77353e2d7539c164c.jpg,270,208,321,309,glove
4887,packing1828_jpg.rf.2df2a916a70cf31a6016564e2d4abb31.jpg,66,161,87,186,goggles
4888,PP02img574_jpg.rf.2dfd34aad34776e2c8e309888082175e.jpg,36,118,55,176,no_glove
4895,packing1011_jpg.rf.2e19475df1bec426e53a48cf6e49ffe3.jpg,321,131,345,149,no_goggles
4898,img312_jpg.rf.2e11f265f2b9092e29b062a36bf3ce00.jpg,331,176,386,261,glove
4900,packing108_jpg.rf.2e5652e0558715c0771a7a0603873344.jpg,292,84,319,106,goggles
4902,goggle8765122_jpg.rf.2e2f4ec15676d87d36666fce57bb002e.jpg,310,163,346,235,glove
